number,generation,index_within_generation,parent,r_coord,theta_coord,weight
6272,6,945,5355,11.790000000000001,246.0,0.01
6273,6,946,5265,5.91,243.0,0.01
6274,8,1415,5175,3.63,242.0,0.01
6275,8,1416,5085,4.83,242.25,0.01
6276,7,1035,4995,2.83,243.0,0.01
6277,8,1417,5085,4.83,243.0,0.01
6278,8,1418,6084,4.83,231.0,0.01
6279,4,1468,7083,4.3500000000000005,216.66666666666666,0.01
6280,3,362,8352,34.89,213.75,0.01
6281,4,1469,7353,2.19,213.33333333333334,0.01
6282,5,795,6354,19.95,230.625,0.01
6283,4,1470,6264,29.79,228.75,0.01
6284,2,250,6174,99.92,230.625,0.01
6285,8,1419,6084,4.83,231.75,0.01
6286,7,1036,5994,7.79,230.2941176470588,0.01
6287,8,1420,6084,4.83,232.5,0.01
6288,2,251,6174,99.92,231.5625,0.01
6289,6,947,7173,13.47,219.0,0.01
6290,8,1421,9351,1.23,216.0,0.01
6291,3,363,8352,34.89,215.625,0.01
6292,4,1471,7353,2.19,215.0,0.01
6293,7,1037,7263,2.91,216.25,0.01
6294,6,948,7173,13.47,220.0,0.01
6295,4,1472,7083,4.3500000000000005,217.5,0.01
6296,5,796,6993,2.43,214.5,0.01
6297,4,1473,7083,4.3500000000000005,218.33333333333334,0.01
6298,6,949,7173,13.47,221.0,0.01
6299,7,1038,7263,2.91,217.5,0.01
6300,4,1474,6264,29.79,230.0,0.01
6301,2,252,6174,99.92,232.5,0.01
6302,8,1422,6084,4.83,233.25,0.01
6303,7,1039,5994,7.79,231.61764705882354,0.01
6304,8,1423,6084,4.83,234.0,0.01
6305,2,253,6174,99.92,233.4375,0.01
6306,4,1475,6264,29.79,231.25,0.01
6307,7,1040,7263,2.91,218.75,0.01
6308,6,950,8262,2.43,219.0,0.01
6309,4,1476,9261,1.47,217.5,0.01
6310,2,254,6174,99.92,234.375,0.01
6311,8,1424,5175,3.63,243.0,0.01
6312,8,1425,5085,4.83,243.75,0.01
6313,7,1041,4995,2.83,244.28571428571428,0.01
6314,8,1426,5085,4.83,244.5,0.01
6315,8,1427,5175,3.63,244.0,0.01
6316,6,951,5265,5.91,244.5,0.01
6317,4,1477,6264,29.79,232.5,0.01
6318,7,1042,7263,2.91,220.0,0.01
6319,6,952,8262,2.43,220.5,0.01
6320,8,1428,6084,4.83,234.75,0.01
6321,8,1429,5085,4.83,245.25,0.01
6322,8,1430,4086,4.3500000000000005,246.66666666666666,0.01
6323,5,797,3996,24.51,246.8181818181818,0.01
6324,8,1431,4086,4.3500000000000005,247.5,0.01
6325,3,364,4176,36.99,247.5,0.01
6326,4,1478,4266,1.47,250.0,0.01
6327,6,953,5265,5.91,246.0,0.01
6328,4,1479,6264,29.79,233.75,0.01
6329,7,1043,7263,2.91,221.25,0.01
6330,7,1044,5994,7.79,232.94117647058823,0.01
6331,7,1045,4995,2.83,245.57142857142858,0.01
6332,5,798,3996,24.51,248.1818181818182,0.01
6333,7,1046,2997,2.27,231.42857142857142,0.01
6334,4,1480,3087,23.91,231.42857142857142,0.01
6335,6,954,3177,1.71,231.42857142857142,0.01
6336,7,1047,3267,0.45,231.42857142857142,0.01
6337,4,1481,4266,1.47,252.5,0.01
6338,6,955,5265,5.91,247.5,0.01
6339,4,1482,6264,29.79,235.0,0.01
6340,8,1432,6084,4.83,235.5,0.01
6341,8,1433,5085,4.83,246.0,0.01
6342,8,1434,4086,4.3500000000000005,248.33333333333334,0.01
6343,4,1483,3087,23.91,232.5,0.01
6344,7,1048,2997,2.27,233.03571428571428,0.01
6345,4,1484,3087,23.91,233.57142857142858,0.01
6346,6,956,3177,1.71,233.57142857142858,0.01
6347,3,365,4176,36.99,248.75,0.01
6348,8,1435,5175,3.63,245.0,0.01
6349,2,255,6174,99.92,235.3125,0.01
6350,2,256,6174,99.92,236.25,0.01
6351,8,1436,5175,3.63,246.0,0.01
6352,3,366,4176,36.99,250.0,0.01
6353,6,957,3177,1.71,235.71428571428572,0.01
6355,7,1049,2997,2.27,234.64285714285714,0.01
6356,4,1486,3087,23.91,235.71428571428572,0.01
6357,8,1437,4086,4.3500000000000005,249.16666666666666,0.01
6358,8,1438,5085,4.83,246.75,0.01
6359,8,1439,6084,4.83,236.25,0.01
6360,4,1487,6264,29.79,236.25,0.01
6361,6,958,5265,5.91,249.0,0.01
6362,4,1488,4266,1.47,255.0,0.01
6363,7,1050,3267,0.45,240.0,0.01
6364,6,959,3177,1.71,237.85714285714286,0.01
6365,4,1489,3087,23.91,236.78571428571428,0.01
6366,7,1051,2997,2.27,236.25,0.01
6367,5,799,3996,24.51,249.54545454545453,0.01
6368,7,1052,4995,2.83,246.85714285714286,0.01
6369,7,1053,5994,7.79,234.26470588235293,0.01
6370,7,1054,7263,2.91,222.5,0.01
6371,4,1490,6264,29.79,237.5,0.01
6372,6,960,5265,5.91,250.5,0.01
6373,4,1491,4266,1.47,257.5,0.01
6374,3,367,4176,36.99,251.25,0.01
6375,8,1440,4086,4.3500000000000005,250.0,0.01
6376,5,800,3996,24.51,250.9090909090909,0.01
6377,8,1441,4086,4.3500000000000005,250.83333333333334,0.01
6378,8,1442,5085,4.83,247.5,0.01
6379,8,1443,6084,4.83,237.0,0.01
6380,6,961,8262,2.43,222.0,0.01
6381,7,1055,7263,2.91,223.75,0.01
6382,4,1492,6264,29.79,238.75,0.01
6383,6,962,5265,5.91,252.0,0.01
6384,8,1444,5175,3.63,247.0,0.01
6385,8,1445,5085,4.83,248.25,0.01
6386,7,1056,4995,2.83,248.14285714285714,0.01
6387,8,1446,5085,4.83,249.0,0.01
6388,8,1447,5175,3.63,248.0,0.01
6389,2,257,6174,99.92,237.1875,0.01
6390,4,1493,9261,1.47,220.0,0.01
6391,6,963,8262,2.43,223.5,0.01
6392,7,1057,7263,2.91,225.0,0.01
6393,4,1494,6264,29.79,240.0,0.01
6394,2,258,6174,99.92,238.125,0.01
6395,8,1448,6084,4.83,237.75,0.01
6396,7,1058,5994,7.79,235.58823529411765,0.01
6397,8,1449,6084,4.83,238.5,0.01
6398,2,259,6174,99.92,239.0625,0.01
6399,4,1495,6264,29.79,241.25,0.01
6400,5,801,6354,19.95,232.5,0.01
6401,4,1496,6264,29.79,242.5,0.01
6402,2,260,6174,99.92,240.0,0.01
6403,8,1450,6084,4.83,239.25,0.01
6404,7,1059,5994,7.79,236.91176470588235,0.01
6405,8,1451,6084,4.83,240.0,0.01
6406,2,261,6174,99.92,240.9375,0.01
6407,6,964,7173,13.47,222.0,0.01
6408,7,1060,8172,13.950000000000001,218.75,0.01
6409,4,1497,9171,1.71,214.28571428571428,0.01
6410,4,1498,6264,29.79,243.75,0.01
6411,6,965,5265,5.91,253.5,0.01
6412,8,1452,5175,3.63,249.0,0.01
6413,8,1453,5085,4.83,249.75,0.01
6414,7,1061,4995,2.83,249.42857142857142,0.01
6415,8,1454,5085,4.83,250.5,0.01
6416,8,1455,5175,3.63,250.0,0.01
6417,2,262,6174,99.92,241.875,0.01
6418,6,966,7173,13.47,223.0,0.01
6419,7,1062,8172,13.950000000000001,220.0,0.01
6420,2,263,6174,99.92,242.8125,0.01
6421,8,1456,5175,3.63,251.0,0.01
6422,3,368,4176,36.99,252.5,0.01
6423,8,1457,4086,4.3500000000000005,251.66666666666666,0.01
6424,5,802,3996,24.51,252.27272727272728,0.01
6425,8,1458,4086,4.3500000000000005,252.5,0.01
6426,3,369,4176,36.99,253.75,0.01
6427,8,1459,5175,3.63,252.0,0.01
6428,2,264,6174,99.92,243.75,0.01
6429,6,967,7173,13.47,224.0,0.01
6430,8,1460,6084,4.83,240.75,0.01
6431,8,1461,5085,4.83,251.25,0.01
6432,8,1462,4086,4.3500000000000005,253.33333333333334,0.01
6433,4,1499,3087,23.91,237.85714285714286,0.01
6434,7,1063,2997,2.27,237.85714285714286,0.01
6435,4,1500,3087,23.91,238.92857142857142,0.01
6436,6,968,3177,1.71,240.0,0.01
6437,3,370,4176,36.99,255.0,0.01
6438,8,1463,5175,3.63,253.0,0.01
6439,2,265,6174,99.92,244.6875,0.01
6440,7,1064,5994,7.79,238.23529411764707,0.01
6441,7,1065,4995,2.83,250.71428571428572,0.01
6442,5,803,3996,24.51,253.63636363636363,0.01
6443,7,1066,2997,2.27,239.46428571428572,0.01
6445,4,1501,2088,1.95,225.0,0.01
6446,7,1067,2178,0.51,225.0,0.01
6447,6,969,3177,1.71,242.14285714285714,0.01
6448,3,371,4176,36.99,256.25,0.01
6449,8,1464,5175,3.63,254.0,0.01
6450,8,1465,6084,4.83,241.5,0.01
6451,8,1466,5085,4.83,252.0,0.01
6452,8,1467,4086,4.3500000000000005,254.16666666666666,0.01
6453,4,1502,3087,23.91,240.0,0.01
6454,4,1503,2088,1.95,226.875,0.01
6455,5,805,1998,14.35,227.25,0.01
6456,4,1504,2088,1.95,228.75,0.01
6457,4,1505,3087,23.91,241.07142857142858,0.01
6458,8,1468,4086,4.3500000000000005,255.0,0.01
6459,8,1469,5085,4.83,252.75,0.01
6460,2,266,6174,99.92,245.625,0.01
6461,8,1470,5175,3.63,255.0,0.01
6462,3,372,4176,36.99,257.5,0.01
6463,6,970,3177,1.71,244.28571428571428,0.01
6464,7,1068,2178,0.51,232.5,0.01
6465,4,1506,2088,1.95,230.625,0.01
6466,5,806,1998,14.35,229.5,0.01
6467,7,1069,2997,2.27,241.07142857142858,0.01
6468,5,807,3996,24.51,255.0,0.01
6469,7,1070,4995,2.83,252.0,0.01
6470,6,971,7173,13.47,225.0,0.01
6471,2,267,6174,99.92,246.5625,0.01
6472,8,1471,5175,3.63,256.0,0.01
6473,3,373,4176,36.99,258.75,0.01
6474,6,972,3177,1.71,246.42857142857142,0.01
6475,4,1507,3087,23.91,242.14285714285714,0.01
6476,7,1071,2997,2.27,242.67857142857142,0.01
6477,4,1508,3087,23.91,243.21428571428572,0.01
6478,8,1472,4086,4.3500000000000005,255.83333333333334,0.01
6479,8,1473,5085,4.83,253.5,0.01
6480,7,1072,8172,13.950000000000001,221.25,0.01
6481,6,973,7173,13.47,226.0,0.01
6482,2,268,6174,99.92,247.5,0.01
6483,8,1474,5175,3.63,257.0,0.01
6484,3,374,4176,36.99,260.0,0.01
6485,8,1475,4086,4.3500000000000005,256.6666666666667,0.01
6486,5,808,3996,24.51,256.3636363636364,0.01
6487,8,1476,4086,4.3500000000000005,257.5,0.01
6488,3,375,4176,36.99,261.25,0.01
6489,8,1477,5175,3.63,258.0,0.01
6490,4,1509,9171,1.71,216.42857142857142,0.01
6491,7,1073,8172,13.950000000000001,222.5,0.01
6492,6,974,7173,13.47,227.0,0.01
6493,2,269,6174,99.92,248.4375,0.01
6494,8,1478,5175,3.63,259.0,0.01
6495,8,1479,5085,4.83,254.25,0.01
6496,7,1074,4995,2.83,253.28571428571428,0.01
6497,8,1480,5085,4.83,255.0,0.01
6498,8,1481,5175,3.63,260.0,0.01
6499,6,975,5265,5.91,255.0,0.01
6500,6,976,6444,0.99,221.25,0.01
6501,5,809,6354,19.95,234.375,0.01
6502,4,1510,6264,29.79,245.0,0.01
6503,2,270,6174,99.92,249.375,0.01
6504,8,1482,6084,4.83,242.25,0.01
6505,7,1075,5994,7.79,239.55882352941177,0.01
6506,8,1483,6084,4.83,243.0,0.01
6507,4,1511,7083,4.3500000000000005,219.16666666666666,0.01
6508,4,1512,8082,19.47,214.28571428571428,0.01
6509,5,810,9081,1.95,210.0,0.01
6510,5,811,6354,19.95,236.25,0.01
6511,6,977,5355,11.790000000000001,249.0,0.01
6512,6,978,5265,5.91,256.5,0.01
6513,8,1484,5175,3.63,261.0,0.01
6514,8,1485,5085,4.83,255.75,0.01
6515,7,1076,4995,2.83,254.57142857142858,0.01
6516,8,1486,5085,4.83,256.5,0.01
6517,8,1487,6084,4.83,243.75,0.01
6518,4,1513,7083,4.3500000000000005,220.0,0.01
6519,4,1514,8082,19.47,215.35714285714286,0.01
6520,4,1515,6264,29.79,246.25,0.01
6521,6,979,5265,5.91,258.0,0.01
6522,4,1516,4266,1.47,260.0,0.01
6523,3,376,4176,36.99,262.5,0.01
6524,8,1488,4086,4.3500000000000005,258.3333333333333,0.01
6525,5,812,3996,24.51,257.72727272727275,0.01
6526,8,1489,4086,4.3500000000000005,259.1666666666667,0.01
6527,8,1490,5085,4.83,257.25,0.01
6528,8,1491,6084,4.83,244.5,0.01
6529,4,1517,7083,4.3500000000000005,220.83333333333334,0.01
6530,2,271,6174,99.92,250.3125,0.01
6531,8,1492,5175,3.63,262.0,0.01
6532,3,377,4176,36.99,263.75,0.01
6533,6,980,3177,1.71,248.57142857142858,0.01
6535,7,1077,2997,2.27,244.28571428571428,0.01
6536,4,1519,3087,23.91,245.35714285714286,0.01
6537,8,1493,4086,4.3500000000000005,260.0,0.01
6538,8,1494,5085,4.83,258.0,0.01
6539,8,1495,6084,4.83,245.25,0.01
6540,8,1496,6084,4.83,246.0,0.01
6541,8,1497,5085,4.83,258.75,0.01
6542,8,1498,4086,4.3500000000000005,260.8333333333333,0.01
6543,4,1520,3087,23.91,246.42857142857142,0.01
6544,4,1521,2088,1.95,232.5,0.01
6545,5,813,1998,14.35,231.75,0.01
6546,4,1522,2088,1.95,234.375,0.01
6547,4,1523,3087,23.91,247.5,0.01
6548,8,1499,4086,4.3500000000000005,261.6666666666667,0.01
6549,8,1500,5085,4.83,259.5,0.01
6550,7,1078,5994,7.79,240.88235294117646,0.01
6551,7,1079,4995,2.83,255.85714285714286,0.01
6552,5,814,3996,24.51,259.09090909090907,0.01
6553,7,1080,2997,2.27,245.89285714285714,0.01
6554,5,815,1998,14.35,234.0,0.01
6555,6,981,999,0.75,220.0,0.01
6556,5,816,1089,0.87,220.0,0.01
6557,4,1524,2088,1.95,236.25,0.01
6558,4,1525,3087,23.91,248.57142857142858,0.01
6559,8,1501,4086,4.3500000000000005,262.5,0.01
6560,8,1502,6084,4.83,246.75,0.01
6561,8,1503,5085,4.83,260.25,0.01
6562,8,1504,4086,4.3500000000000005,263.3333333333333,0.01
6563,4,1526,3087,23.91,249.64285714285714,0.01
6564,4,1527,2088,1.95,238.125,0.01
6565,5,817,1089,0.87,226.66666666666666,0.01
6566,6,982,999,0.75,225.0,0.01
6567,5,818,1998,14.35,236.25,0.01
6568,7,1081,2997,2.27,247.5,0.01
6569,5,819,3996,24.51,260.45454545454544,0.01
6570,4,1528,7083,4.3500000000000005,221.66666666666666,0.01
6571,8,1505,6084,4.83,247.5,0.01
6572,8,1506,5085,4.83,261.0,0.01
6573,8,1507,4086,4.3500000000000005,264.1666666666667,0.01
6574,4,1529,3087,23.91,250.71428571428572,0.01
6575,4,1530,2088,1.95,240.0,0.01
6576,5,820,1998,14.35,238.5,0.01
6577,4,1531,2088,1.95,241.875,0.01
6578,4,1532,3087,23.91,251.78571428571428,0.01
6579,8,1508,4086,4.3500000000000005,265.0,0.01
6580,4,1533,8082,19.47,216.42857142857142,0.01
6581,4,1534,7083,4.3500000000000005,222.5,0.01
6582,8,1509,6084,4.83,248.25,0.01
6583,8,1510,5085,4.83,261.75,0.01
6584,8,1511,4086,4.3500000000000005,265.8333333333333,0.01
6585,4,1535,3087,23.91,252.85714285714286,0.01
6586,7,1082,2997,2.27,249.10714285714286,0.01
6587,4,1536,3087,23.91,253.92857142857142,0.01
6588,6,983,3177,1.71,250.71428571428572,0.01
6589,3,378,4176,36.99,265.0,0.01
6590,5,821,9081,1.95,211.875,0.01
6591,4,1537,8082,19.47,217.5,0.01
6592,4,1538,7083,4.3500000000000005,223.33333333333334,0.01
6593,8,1512,6084,4.83,249.0,0.01
6594,8,1513,5085,4.83,262.5,0.01
6595,8,1514,4086,4.3500000000000005,266.6666666666667,0.01
6596,5,822,3996,24.51,261.8181818181818,0.01
6597,8,1515,4086,4.3500000000000005,267.5,0.01
6598,3,379,4176,36.99,266.25,0.01
6599,4,1539,4266,1.47,262.5,0.01
6600,5,823,6534,0.27,210.0,0.01
6601,6,984,6444,0.99,225.0,0.01
6602,5,824,6354,19.95,238.125,0.01
6603,4,1540,6264,29.79,247.5,0.01
6604,2,272,6174,99.92,251.25,0.01
6605,8,1516,6084,4.83,249.75,0.01
6606,7,1083,5994,7.79,242.2058823529412,0.01
6607,5,825,6993,2.43,216.0,0.01
6608,7,1084,7992,7.63,211.30434782608697,0.01
6609,5,826,8991,1.79,207.69230769230768,0.01
6610,6,985,6444,0.99,228.75,0.01
6611,6,986,5445,0.33,240.0,0.01
6612,6,987,5355,11.790000000000001,252.0,0.01
6613,6,988,5265,5.91,259.5,0.01
6614,8,1517,5175,3.63,263.0,0.01
6615,8,1518,5085,4.83,263.25,0.01
6616,7,1085,4995,2.83,257.14285714285717,0.01
6617,7,1086,5994,7.79,243.52941176470588,0.01
6618,5,827,6993,2.43,217.5,0.01
6619,7,1087,7992,7.63,213.2608695652174,0.01
6620,5,828,6354,19.95,240.0,0.01
6621,6,989,5355,11.790000000000001,255.0,0.01
6622,5,829,4356,0.39,260.0,0.01
6623,4,1541,4266,1.47,265.0,0.01
6624,3,380,4176,36.99,267.5,0.01
6625,8,1519,4086,4.3500000000000005,268.3333333333333,0.01
6626,5,830,3996,24.51,263.1818181818182,0.01
6627,7,1088,4995,2.83,258.42857142857144,0.01
6628,7,1089,5994,7.79,244.85294117647058,0.01
6629,5,831,6993,2.43,219.0,0.01
6630,4,1542,6264,29.79,248.75,0.01
6631,6,990,5265,5.91,261.0,0.01
6632,4,1543,4266,1.47,267.5,0.01
6633,7,1090,3267,0.45,248.57142857142858,0.01
6634,6,991,3177,1.71,252.85714285714286,0.01
6635,4,1544,3087,23.91,255.0,0.01
6636,7,1091,2997,2.27,250.71428571428572,0.01
6637,5,832,3996,24.51,264.54545454545456,0.01
6638,7,1092,4995,2.83,259.7142857142857,0.01
6639,7,1093,5994,7.79,246.1764705882353,0.01
6640,2,273,6174,99.92,252.1875,0.01
6641,8,1520,5175,3.63,264.0,0.01
6642,3,381,4176,36.99,268.75,0.01
6643,6,992,3177,1.71,255.0,0.01
6644,7,1094,2178,0.51,240.0,0.01
6645,4,1545,2088,1.95,243.75,0.01
6646,5,833,1998,14.35,240.75,0.01
6647,7,1095,2997,2.27,252.32142857142858,0.01
6648,5,834,3996,24.51,265.90909090909093,0.01
6649,7,1096,4995,2.83,261.0,0.01
6650,8,1521,6084,4.83,250.5,0.01
6651,8,1522,5085,4.83,264.0,0.01
6652,8,1523,4086,4.3500000000000005,269.1666666666667,0.01
6653,4,1546,3087,23.91,256.07142857142856,0.01
6654,4,1547,2088,1.95,245.625,0.01
6655,5,835,1089,0.87,233.33333333333334,0.01
6656,6,993,999,0.75,230.0,0.01
6657,5,836,1998,14.35,243.0,0.01
6658,7,1097,2997,2.27,253.92857142857142,0.01
6659,5,837,3996,24.51,267.27272727272725,0.01
6660,7,1098,5994,7.79,247.5,0.01
6661,7,1099,4995,2.83,262.2857142857143,0.01
6662,5,838,3996,24.51,268.6363636363636,0.01
6663,7,1100,2997,2.27,255.53571428571428,0.01
6664,5,839,1998,14.35,245.25,0.01
6665,6,994,999,0.75,235.0,0.01
6666,2,274,0,0.12,216.0,0.01
6667,6,995,999,0.75,240.0,0.01
6668,5,840,1998,14.35,247.5,0.01
6669,7,1101,2997,2.27,257.14285714285717,0.01
6670,5,841,6993,2.43,220.5,0.01
6671,7,1102,5994,7.79,248.8235294117647,0.01
6672,7,1103,4995,2.83,263.57142857142856,0.01
6673,5,842,3996,24.51,270.0,0.01
6674,7,1104,2997,2.27,258.75,0.01
6675,5,843,1998,14.35,249.75,0.01
6676,6,996,999,0.75,245.0,0.01
6677,5,844,1089,0.87,240.0,0.01
6678,4,1548,2088,1.95,247.5,0.01
6679,4,1549,3087,23.91,257.14285714285717,0.01
6680,7,1105,7992,7.63,215.2173913043478,0.01
6681,5,845,6993,2.43,222.0,0.01
6682,7,1106,5994,7.79,250.14705882352942,0.01
6683,7,1107,4995,2.83,264.85714285714283,0.01
6684,5,846,3996,24.51,271.3636363636364,0.01
6685,7,1108,2997,2.27,260.35714285714283,0.01
6686,5,847,1998,14.35,252.0,0.01
6687,4,1550,2088,1.95,249.375,0.01
6688,7,1109,2178,0.51,247.5,0.01
6689,6,997,3177,1.71,257.14285714285717,0.01
6690,5,848,8991,1.79,211.15384615384616,0.01
6691,7,1110,7992,7.63,217.17391304347825,0.01
6692,5,849,6993,2.43,223.5,0.01
6693,7,1111,5994,7.79,251.47058823529412,0.01
6694,7,1112,4995,2.83,266.14285714285717,0.01
6695,5,850,3996,24.51,272.72727272727275,0.01
6696,7,1113,2997,2.27,261.9642857142857,0.01
6697,4,1551,3087,23.91,258.2142857142857,0.01
6698,6,998,3177,1.71,259.2857142857143,0.01
6699,7,1114,3267,0.45,257.14285714285717,0.01
6700,4,1552,7533,0.75,190.0,0.01
6701,6,999,7443,15.99,202.5,0.01
6702,4,1553,7353,2.19,216.66666666666666,0.01
6703,7,1115,7263,2.91,226.25,0.01
6704,6,1000,7173,13.47,228.0,0.01
6705,4,1554,7083,4.3500000000000005,224.16666666666666,0.01
6706,5,851,6993,2.43,225.0,0.01
6707,4,1555,7083,4.3500000000000005,225.0,0.01
6708,4,1556,8082,19.47,218.57142857142858,0.01
6709,5,852,9081,1.95,213.75,0.01
6710,6,1001,7443,15.99,205.0,0.01
6711,6,1002,6444,0.99,232.5,0.01
6712,5,853,6354,19.95,241.875,0.01
6713,4,1557,6264,29.79,250.0,0.01
6714,2,275,6174,99.92,253.125,0.01
6715,8,1524,6084,4.83,251.25,0.01
6716,7,1116,5994,7.79,252.7941176470588,0.01
6717,8,1525,6084,4.83,252.0,0.01
6718,4,1558,7083,4.3500000000000005,225.83333333333334,0.01
6719,4,1559,8082,19.47,219.64285714285714,0.01
6720,4,1560,7353,2.19,218.33333333333334,0.01
6721,5,854,6354,19.95,243.75,0.01
6722,6,1003,5355,11.790000000000001,258.0,0.01
6723,6,1004,5265,5.91,262.5,0.01
6724,8,1526,5175,3.63,265.0,0.01
6725,8,1527,5085,4.83,264.75,0.01
6726,7,1117,4995,2.83,267.42857142857144,0.01
6727,8,1528,5085,4.83,265.5,0.01
6728,8,1529,6084,4.83,252.75,0.01
6729,4,1561,7083,4.3500000000000005,226.66666666666666,0.01
6730,7,1118,7263,2.91,227.5,0.01
6731,4,1562,6264,29.79,251.25,0.01
6732,6,1005,5265,5.91,264.0,0.01
6733,4,1563,4266,1.47,270.0,0.01
6734,3,382,4176,36.99,270.0,0.01
6735,8,1530,4086,4.3500000000000005,270.0,0.01
6736,5,855,3996,24.51,274.09090909090907,0.01
6737,8,1531,4086,4.3500000000000005,270.8333333333333,0.01
6738,8,1532,5085,4.83,266.25,0.01
6739,8,1533,6084,4.83,253.5,0.01
6740,6,1006,7173,13.47,229.0,0.01
6741,2,276,6174,99.92,254.0625,0.01
6742,8,1534,5175,3.63,266.0,0.01
6743,3,383,4176,36.99,271.25,0.01
6744,6,1007,3177,1.71,261.42857142857144,0.01
6745,4,1564,3087,23.91,259.2857142857143,0.01
6746,7,1119,2997,2.27,263.57142857142856,0.01
6747,4,1565,3087,23.91,260.35714285714283,0.01
6748,8,1535,4086,4.3500000000000005,271.6666666666667,0.01
6749,8,1536,5085,4.83,267.0,0.01
6750,4,1566,7083,4.3500000000000005,227.5,0.01
6751,8,1537,6084,4.83,254.25,0.01
6752,8,1538,5085,4.83,267.75,0.01
6753,8,1539,4086,4.3500000000000005,272.5,0.01
6754,4,1567,3087,23.91,261.42857142857144,0.01
6755,4,1568,2088,1.95,251.25,0.01
6756,5,856,1998,14.35,254.25,0.01
6757,4,1569,2088,1.95,253.125,0.01
6758,4,1570,3087,23.91,262.5,0.01
6759,8,1540,4086,4.3500000000000005,273.3333333333333,0.01
6760,5,857,6993,2.43,226.5,0.01
6761,7,1120,5994,7.79,254.11764705882354,0.01
6762,7,1121,4995,2.83,268.7142857142857,0.01
6763,5,858,3996,24.51,275.45454545454544,0.01
6764,7,1122,2997,2.27,265.17857142857144,0.01
6765,5,859,1998,14.35,256.5,0.01
6766,6,1008,999,0.75,250.0,0.01
6767,5,860,1089,0.87,246.66666666666666,0.01
6768,4,1571,2088,1.95,255.0,0.01
6769,4,1572,3087,23.91,263.57142857142856,0.01
6770,4,1573,7083,4.3500000000000005,228.33333333333334,0.01
6771,8,1541,6084,4.83,255.0,0.01
6772,8,1542,5085,4.83,268.5,0.01
6773,8,1543,4086,4.3500000000000005,274.1666666666667,0.01
6774,4,1574,3087,23.91,264.64285714285717,0.01
6775,4,1575,2088,1.95,256.875,0.01
6776,5,861,1089,0.87,253.33333333333334,0.01
6777,6,1009,999,0.75,255.0,0.01
6778,5,862,1998,14.35,258.75,0.01
6779,7,1123,2997,2.27,266.7857142857143,0.01
6780,4,1576,8082,19.47,220.71428571428572,0.01
6781,4,1577,7083,4.3500000000000005,229.16666666666666,0.01
6782,8,1544,6084,4.83,255.75,0.01
6783,8,1545,5085,4.83,269.25,0.01
6784,8,1546,4086,4.3500000000000005,275.0,0.01
6785,4,1578,3087,23.91,265.7142857142857,0.01
6786,4,1579,2088,1.95,258.75,0.01
6787,5,863,1998,14.35,261.0,0.01
6788,4,1580,2088,1.95,260.625,0.01
6789,4,1581,3087,23.91,266.7857142857143,0.01
6790,5,864,9081,1.95,215.625,0.01
6791,4,1582,8082,19.47,221.78571428571428,0.01
6792,4,1583,7083,4.3500000000000005,230.0,0.01
6793,8,1547,6084,4.83,256.5,0.01
6794,8,1548,5085,4.83,270.0,0.01
6795,8,1549,4086,4.3500000000000005,275.8333333333333,0.01
6796,4,1584,3087,23.91,267.85714285714283,0.01
6797,7,1124,2997,2.27,268.39285714285717,0.01
6798,4,1585,3087,23.91,268.92857142857144,0.01
6799,6,1010,3177,1.71,263.57142857142856,0.01
6800,3,384,8532,24.27,187.5,0.01
6801,8,1550,8442,1.47,202.5,0.01
6802,3,385,8352,34.89,217.5,0.01
6803,6,1011,8262,2.43,225.0,0.01
6804,7,1125,8172,13.950000000000001,223.75,0.01
6805,4,1586,8082,19.47,222.85714285714286,0.01
6806,7,1126,7992,7.63,219.1304347826087,0.01
6807,4,1587,8082,19.47,223.92857142857142,0.01
6808,7,1127,8172,13.950000000000001,225.0,0.01
6809,4,1588,9171,1.71,218.57142857142858,0.01
6810,8,1551,8442,1.47,205.0,0.01
6811,6,1012,7443,15.99,207.5,0.01
6812,4,1589,7353,2.19,220.0,0.01
6813,7,1128,7263,2.91,228.75,0.01
6814,6,1013,7173,13.47,230.0,0.01
6815,4,1590,7083,4.3500000000000005,230.83333333333334,0.01
6816,5,865,6993,2.43,228.0,0.01
6817,4,1591,7083,4.3500000000000005,231.66666666666666,0.01
6818,6,1014,7173,13.47,231.0,0.01
6819,7,1129,8172,13.950000000000001,226.25,0.01
6820,3,386,8352,34.89,219.375,0.01
6821,4,1592,7353,2.19,221.66666666666666,0.01
6822,5,866,6354,19.95,245.625,0.01
6823,4,1593,6264,29.79,252.5,0.01
6824,2,277,6174,99.92,255.0,0.01
6825,8,1552,6084,4.83,257.25,0.01
